信息_链接,岗位名称,薪水,技能关键词,标签,工作经验,学历要求,工作地点,公司名称,公司信息,公司标签,其它信息,最低薪资,最高薪资,薪资单位,年薪月数,平均月薪,公司类型,公司规模,所属行业,城市,区域
http://www.zhaopin.com/jobdetail/CCL1480117890J40844721005.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,java、python、c算法岗位,1.3-2.4万,Python C++ C Spring Hibernate Struts MySQL PostgreSQL Oracle,Python,经验不限,本科,济南·历下·姚家,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,陈女士·高级招聘经理,3小时内回复可能性大,13000.0,24000.0,万,12.0,18500.0,合资,10000人以上,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CC134548000J40994198404.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,软件开发工程师（RPA）,7000-9000元,Python JavaScript RPA 英文,Python,1-3年,本科,济南·历下·港沟,优创（青岛）数据技术有限公司,外商独资 1000-9999人 产业互联网平台,邵女士·招聘主管,3小时内回复可能性大,7000.0,9000.0,元,12.0,8000.0,外商独资,1000-9999人,产业互联网平台,济南,历下
http://www.zhaopin.com/jobdetail/CCL1480117890J40850109505.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,java/python/C/C++/测试/web开发,1.4-2.5万·15薪,C++ Python C# MySQL Redis Spring NoSQL Mybatis,C++,经验不限,本科,济南·历下·姚家,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,郭女士·人力资源招聘顾问,高回复率,14000.0,25000.0,万,15.0,19500.0,合资,10000人以上,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CC160803710J40868661903.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,数据开发工程师,8000-14000元,数据治理 ETL 数据建模,数据治理,5-10年,本科,济南·历下·智远,山东舜德数据管理软件工程有限公司,民营 100-299人 软件/IT服务,李冬燕·其他,12小时内回复可能性大,8000.0,14000.0,元,12.0,11000.0,民营,100-299人,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CC379825110J40847374101.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,大数据工程师（数字政府事业部）,8000-15000元,数据治理,数据治理,5-10年,本科,济南·历下·舜华路,中电信数智科技有限公司山东分公司,国企 100-299人 产业互联网平台,赵先生·招聘主管,今日活跃,8000.0,15000.0,元,12.0,11500.0,国企,100-299人,产业互联网平台,济南,历下
http://www.zhaopin.com/jobdetail/CCL1480117890J40862871005.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,JAVA/C/C++/Python/前端/测试（接受应届 经验不限 福利待遇好）,1.5-2.9万·14薪,C++ C Python,C++,经验不限,本科,济南·历下·姚家,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,刘昊·招聘主管,高回复率,15000.0,29000.0,万,14.0,22000.0,合资,10000人以上,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CCL1523338590J40861234010.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,数据开发工程师/房补+餐补,1.1-1.3万,桌面运维 办公设备维护 IT技术支持,桌面运维,1-3年,大专,济南·历下·姚家,广州中诚汇才人力资源有限公司,20-99人 人力资源,唐远洪·人事经理,6小时内回复可能性大,11000.0,13000.0,万,12.0,12000.0,,人力资源,,济南,历下
http://www.zhaopin.com/jobdetail/CC379825110J40828949701.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,大数据开发工程师(数据产品经理),1.5-2.5万,数据治理 数据挖掘 数据仓库 Sql Python Shell Flink TRINO,数据治理,3-5年,本科,济南·历下·舜华路,中电信数智科技有限公司山东分公司,国企 100-299人 产业互联网平台,赵先生·招聘主管,今日活跃,15000.0,25000.0,万,12.0,20000.0,国企,100-299人,产业互联网平台,济南,历下
http://www.zhaopin.com/jobdetail/CCL1480117890J40855698705.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,Java/C/C++/Python/前端/测试（线上面试）,1.5-3万,JavaScript Python C++ Spring Hibernate Struts PostgreSQL MySQL Oracle,JavaScript,经验不限,本科,济南·历下·姚家,外企德科数字技术有限公司,合资 10000人以上 软件/IT服务,黄先生·招聘经理,6小时内回复可能性大,15000.0,30000.0,万,12.0,22500.0,合资,10000人以上,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CC191474620J40913718802.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,大数据开发工程师（短消息反诈治理）,1.1-1.5万,ETL 数据库开发 Sql Java Python,ETL,5-10年,硕士,济南·历下·舜华路,山东省邮电规划设计院有限公司,国企 500-999人 通信/网络设备,吴轩·人事经理,今日回复2次,11000.0,15000.0,万,12.0,13000.0,国企,500-999人,通信/网络设备,济南,历下
http://www.zhaopin.com/jobdetail/CC153424410J40029579216.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,ETL工程师,7000-13000元,数据库开发 数据建模 数据治理,数据库开发,1-3年,本科,济南·历下·舜华路,普联软件股份有限公司,上市公司 1000-9999人 软件/IT服务,郭女士·招聘专员,今日回复2次,7000.0,13000.0,元,12.0,10000.0,上市公司,1000-9999人,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CC120945420J40825790501.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,大数据开发工程师,1-1.2万,数据仓库 数据库开发 数据中台开发 Spark Flink hive Hbase Python,数据仓库,3-5年,本科,济南·历下·舜华路,山东航天九通车联网有限公司,国企 100-299人 产业互联网平台,王亚·人事经理,15小时前有回复,10000.0,12000.0,万,12.0,11000.0,国企,100-299人,产业互联网平台,济南,历下
http://www.zhaopin.com/jobdetail/CC000544460J40813156416.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,数据开发工程师,5000-6000元,数据开发 Sql Hadoop hive,数据开发,1-3年,大专,济南·槐荫·张庄路,软通动力信息技术(集团)股份有限公司,上市公司 10000人以上 软件/IT服务,江鑫·招聘经理,今日回复50+次,5000.0,6000.0,元,12.0,5500.0,上市公司,10000人以上,软件/IT服务,济南,槐荫
http://www.zhaopin.com/jobdetail/CC315196610J40894990212.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,数据开发工程师,1-1.5万,Sql Java 数据库开发,Sql,3-5年,本科,济南·历下·姚家,山东恒迈信息科技有限公司,民营 100-299人 软件/IT服务,张红芳·人事经理,16小时前有回复,10000.0,15000.0,万,12.0,12500.0,民营,100-299人,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CC202578220J40965864102.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,数据平台开发工程师,8000-13000元,数据架构 数据中台开发 数据仓库,数据架构,3-5年,本科,济南·历城·港沟,山东星火教育科技集团股份有限公司,民营 500-999人 新闻/出版,陈思·招聘主管,高回复率,8000.0,13000.0,元,12.0,10500.0,民营,500-999人,新闻/出版,济南,历城
http://www.zhaopin.com/jobdetail/CC135918200J40863687114.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,大数据开发工程师,1.1-1.4万,数据治理 Flink Spark Python,数据治理,3-5年,本科,济南·历下·舜华路,青岛方天科技股份有限公司,股份制企业 100-299人 软件/IT服务,段女士·人事专员,12小时内回复可能性大,11000.0,14000.0,万,12.0,12500.0,股份制,100-299人,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CC251487110J40917321715.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,python web 开发,6000-9000元,JavaScript Django Vue MySQL Redis,JavaScript,1-3年,本科,济南·历下·舜华路,济南科明数码技术股份有限公司,上市公司 100-299人 互联网教育,姜先生·主管,高回复率,6000.0,9000.0,元,12.0,7500.0,上市公司,100-299人,互联网教育,济南,历下
http://www.zhaopin.com/jobdetail/CC134548000J40999942304.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,RPA开发工程师（双休/六险一金）,7000-9000元,Python JavaScript RPA 英文,Python,1-3年,本科,济南·历下·港沟,优创（青岛）数据技术有限公司,外商独资 1000-9999人 产业互联网平台,邵女士·招聘主管,3小时内回复可能性大,7000.0,9000.0,元,12.0,8000.0,外商独资,1000-9999人,产业互联网平台,济南,历下
http://www.zhaopin.com/jobdetail/CC000432190J40803544316.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,大数据开发工程师（银行方向）-智联(J15441),9000-11000元,Sql 数据仓库,Sql,3-5年,本科,济南·历下·姚家,先进数通,股份制企业 1000-9999人 软件/IT服务,赵宇轩·招聘顾问,12小时内回复可能性大,9000.0,11000.0,元,12.0,10000.0,股份制,1000-9999人,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CC182896220J40764557016.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,大数据开发工程师,8000-16000元,Java Flink hive 数据中台开发 Hadoop,Java,3-5年,本科,济南·槐荫·张庄路,北京德天博诚科技有限公司,民营 100-299人 软件/IT服务,甄梦瑶·人事经理,1小时内回复可能性大,8000.0,16000.0,元,12.0,12000.0,民营,100-299人,软件/IT服务,济南,槐荫
http://www.zhaopin.com/jobdetail/CC603465980J40630907109.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,数据开发工程师,1.2-1.6万,Sql Hadoop 银行,Sql,3-5年,本科,济南·历城·孙村,深圳市睿服科技有限公司,股份制企业 1000-9999人 软件/IT服务,杨女士·招聘,今日回复3次,12000.0,16000.0,万,12.0,14000.0,股份制,1000-9999人,软件/IT服务,济南,历城
http://www.zhaopin.com/jobdetail/CCL1385306660J40859065510.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,资深数据开发工程师,1.1-2.2万,数据治理 数据库开发 数据仓库 Sql Python Spark Hadoop 电商,数据治理,3-5年,本科,济南·历城·港沟,青岛海普人力资源有限公司,民营 100-299人 人力资源,刘先生·猎头经理,3小时内回复可能性大,11000.0,22000.0,万,12.0,16500.0,民营,人力资源,,济南,历城
http://www.zhaopin.com/jobdetail/CC134548000J41006233004.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,流程自动化开发工程师,7000-9000元,JavaScript,JavaScript,1-3年,本科,济南·历下·舜华路,优创（青岛）数据技术有限公司,外商独资 1000-9999人 产业互联网平台,Cathy·人事经理,3小时内回复可能性大,7000.0,9000.0,元,12.0,8000.0,外商独资,1000-9999人,产业互联网平台,济南,历下
http://www.zhaopin.com/jobdetail/CC830296300J40926138508.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,资深数据开发工程师(A146501),1-2万,数据治理 数据建模 数据仓库 Sql Python,数据治理,3-5年,本科,济南·历城·港沟,山东斯伯特生物科技有限公司,民营 1000-9999人 食品/饮料/酒水批发/零售/贸易,于女士·招聘专员,12小时内回复可能性大,10000.0,20000.0,万,12.0,15000.0,民营,1000-9999人,食品/饮料/酒水批发/零售/贸易,济南,历城
http://www.zhaopin.com/jobdetail/CC650131120J40893395703.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,AI Agent开发工程师,8000-15000元,,,1-3年,本科,济南·市中·四里村,北京欧倍尔技术有限公司山东分公司,股份制企业 300-499人 软件/IT服务,张女士·HR人事专员,15小时前有回复,8000.0,15000.0,元,12.0,11500.0,股份制,300-499人,软件/IT服务,济南,市中
http://www.zhaopin.com/jobdetail/CC134548000J41006192604.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,低代码开发工程师（RPA）,7000-9000元,JavaScript,JavaScript,1-3年,本科,济南·历下·港沟,优创（青岛）数据技术有限公司,外商独资 1000-9999人 产业互联网平台,邵女士·招聘主管,3小时内回复可能性大,7000.0,9000.0,元,12.0,8000.0,外商独资,1000-9999人,产业互联网平台,济南,历下
http://www.zhaopin.com/jobdetail/CCL1286623520J40939789615.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,AI应用开发工程师,1-1.5万,Python,Python,3-5年,本科,济南·历下·姚家,山东如邦信息科技有限公司,民营 20-99人 软件/IT服务,徐女士·人事经理,12小时内回复可能性大,10000.0,15000.0,万,12.0,12500.0,民营,20-99人,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CC324628210J40875692804.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,python开发,1-2万,C++,C++,3-5年,本科,济南·历城·港沟,智洋创新科技股份有限公司,上市公司 500-999人 人工智能,杜越欣·HR,15分钟内回复可能性大,10000.0,20000.0,万,12.0,15000.0,上市公司,人工智能,,济南,历城
http://www.zhaopin.com/jobdetail/CC134548000J40999945304.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,外企RPA开发工程师（双休/六险一金）,7000-9000元,JavaScript MySQL UIPATH,JavaScript,1-3年,本科,济南·历下·港沟,优创（青岛）数据技术有限公司,外商独资 1000-9999人 产业互联网平台,邵女士·招聘主管,3小时内回复可能性大,7000.0,9000.0,元,12.0,8000.0,外商独资,1000-9999人,产业互联网平台,济南,历下
http://www.zhaopin.com/jobdetail/CC464422920J40728959006.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,Python开发,1.2-1.6万,Flask Nginx DIFY源码 Redis PostgreSQL Python 智能体平台 DIFY,Flask,3-5年,本科,济南·市中·大观园,奥维数字科技有限公司,股份制企业 100-299人 软件/IT服务,支女士·人事,高回复率,12000.0,16000.0,万,12.0,14000.0,股份制,100-299人,软件/IT服务,济南,市中
http://www.zhaopin.com/jobdetail/CCL1280819650J40865853803.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,大数据开发工程师,1.1-1.7万,Sql Spark Hadoop 数据治理 ETL,Sql,3-5年,本科,济南·历城·港沟,山东扁鹊中医药健康产业集团有限公司,股份制企业 100-299人 医药批发/零售,明宝坤·人才发展岗,今日活跃,11000.0,17000.0,万,12.0,14000.0,股份制,100-299人,医药批发/零售,济南,历城
http://www.zhaopin.com/jobdetail/CC120160390J40799615416.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,odoo开发工程师,1.4-1.5万,,,3-5年,本科,济南·历下·舜华路,中科软科技股份有限公司,股份制企业 1000-9999人 软件/IT服务,霍毕红·招聘经理,5分钟内回复可能性大,14000.0,15000.0,万,12.0,14500.0,股份制,1000-9999人,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CC425021620J40858130413.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,数据开发工程师,5000-9000元,Python 数据库开发,Python,1-3年,本科,济南·历城·孙村,信华信(济南)信息技术有限公司,上市公司 10000人以上 软件/IT服务,朱女士·人事经理,,5000.0,9000.0,元,12.0,7000.0,上市公司,10000人以上,软件/IT服务,济南,历城
http://www.zhaopin.com/jobdetail/CC426327220J40674846307.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,大数据开发工程师,1.2-2万,Sql Python Hadoop Spark Java Flink IDAES,Sql,3-5年,本科,济南·历下·智远,微图软件,上市公司 20-99人 软件/IT服务,尹先生·人资经理,,12000.0,20000.0,万,12.0,16000.0,上市公司,20-99人,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CCL1509243750J40818172811.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,数据工程师,1-1.5万,数据架构 数据建模,数据架构,3-5年,本科,济南·历城·唐冶,山东阿卡迪亚医药有限公司,100-299人 医药批发/零售,霍女士·HR,5日内活跃,10000.0,15000.0,万,12.0,12500.0,,100-299人,医药批发/零售,济南,历城
http://www.zhaopin.com/jobdetail/CC425021620J40858163813.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,数据工程师,9000-11000元,Sql Python Azkaban DOLPINSCHEDULER,Sql,3-5年,本科,济南·历下·舜华路,信华信(济南)信息技术有限公司,上市公司 10000人以上 软件/IT服务,胡女士·招聘经理,高回复率,9000.0,11000.0,元,12.0,10000.0,上市公司,10000人以上,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CC844712680J40906802808.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,Python后端架构师 / 技术负责人,1-2万,Python,Python,5-10年,本科,济南·市中·大观园,威海天航信息技术有限公司,民营 20-99人 软件/IT服务,王海舰·行政,刚刚活跃,10000.0,20000.0,万,12.0,15000.0,民营,20-99人,软件/IT服务,济南,市中
http://www.zhaopin.com/jobdetail/CC577450820J40755420610.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,大数据开发工程师,1.1-2万·13薪,数据中台开发 Java Flink Spark Hadoop,数据中台开发,3-5年,本科,济南·历下·智远,济南慧天云海信息技术有限公司,民营 100-299人 信息安全,郝女士·HR,高回复率,11000.0,20000.0,万,13.0,15500.0,民营,100-299人,信息安全,济南,历下
http://www.zhaopin.com/jobdetail/CCL1219583170J40826749615.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,大数据开发工程师,1.5-2.2万,ETL 数据库开发,ETL,经验不限,本科,济南·历城·孙村,山东中软国际数智科技有限公司,民营 100-299人 云计算,郝翊彤·人事,高回复率,15000.0,22000.0,万,12.0,18500.0,民营,100-299人,云计算,济南,历城
http://www.zhaopin.com/jobdetail/CC137776170J40703282516.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,软件开发工程师,8000-11000元,Sql Java MySQL SQLServer,Sql,3-5年,本科,济南·天桥·药山,山东鲁维电子技术有限公司,民营 20-99人 半导体/芯片,李文敬·人事经理,今日活跃,8000.0,11000.0,元,12.0,9500.0,民营,20-99人,半导体/芯片,济南,天桥
http://www.zhaopin.com/jobdetail/CC143432860J40929107108.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,数据开发,8000-12000元,数据仓库 Sql Hadoop Spark Impala,数据仓库,3-5年,本科,济南·市中·杆石桥,杭州东方通信软件技术有限公司,国企 500-999人 软件/IT服务,吉新鸽·人力资源专员,15小时前有回复,8000.0,12000.0,元,12.0,10000.0,国企,500-999人,软件/IT服务,济南,市中
http://www.zhaopin.com/jobdetail/CCL1512293500J40868409105.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,批量脚本技术支持,1.5-1.6万,,,经验不限,中专/中技,济南·市中·港沟,南京太能塔信息科技有限公司,100-299人 人力资源,田伟伟·人事经理,3小时内回复可能性大,15000.0,16000.0,万,12.0,15500.0,,人力资源,,济南,市中
http://www.zhaopin.com/jobdetail/CCL1524151100J40850139507.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,脚本开发,8000-13000元,,,经验不限,学历不限,济南·长清·龙洞,长沙恩欣科技有限公司,20-99人 软件/IT服务,阿旺曲宗·人事经理,15分钟内回复可能性大,8000.0,13000.0,元,12.0,10500.0,,20-99人,软件/IT服务,济南,长清
http://www.zhaopin.com/jobdetail/CC603465980J40819019809.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,数据开发（国企 五险一金 ）,1.2-1.5万,数据治理 ETL 数据建模 Sql,数据治理,5-10年,本科,济南·历城·孙村,深圳市睿服科技有限公司,股份制企业 1000-9999人 软件/IT服务,杨先生·HR,12小时内回复可能性大,12000.0,15000.0,万,12.0,13500.0,股份制,1000-9999人,软件/IT服务,济南,历城
http://www.zhaopin.com/jobdetail/CC672839220J40815734207.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,大数据实习生,2000-3000元,数据库开发 数据架构 数据建模 Hadoop Spark Python,数据库开发,经验不限,本科,济南·历下·舜华路,山东麦港数据系统有限公司,民营 20-99人 软件/IT服务,明女士·人事专员,高回复率,2000.0,3000.0,元,12.0,2500.0,民营,20-99人,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CC315847110J40614438207.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,济南数据开发,1.5-1.8万,数据治理 Sql 数据仓库 ETL,数据治理,5-10年,本科,济南·历下·解放路,京北方,民营 10000人以上 软件/IT服务,侯蒙·人事经理,今日活跃,15000.0,18000.0,万,12.0,16500.0,民营,10000人以上,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CC189336910J40935798508.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,数据开发,1-1.5万,ETL 数据仓库 数据库开发 Sql,ETL,3-5年,本科,济南·历城·孙村,大连同方软银科技股份有限公司,上市公司 500-999人 软件/IT服务,王女士·HRBP,12小时内回复可能性大,10000.0,15000.0,万,12.0,12500.0,上市公司,500-999人,软件/IT服务,济南,历城
http://www.zhaopin.com/jobdetail/CC120143600J40918832015.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,数据开发（济南）,8000-10000元,数据库开发 Python Hadoop,数据库开发,3-5年,大专,济南·市中·杆石桥,浪潮集团,国企 10000人以上 软件/IT服务,苏女士·招聘专员,5日内活跃,8000.0,10000.0,元,12.0,9000.0,国企,10000人以上,软件/IT服务,济南,市中
http://www.zhaopin.com/jobdetail/CC272317030J40852189713.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,cobol/RPG/PRO*C对日开发,1.2-2.4万,COBOL 日语 N1 对日 RPG PRO*C,COBOL,经验不限,学历不限,济南·历下·龙洞,杭州优灿科技有限公司,合资 500-999人 软件/IT服务,杨女士·人事,高回复率,12000.0,24000.0,万,12.0,18000.0,合资,500-999人,软件/IT服务,济南,历下
http://www.zhaopin.com/jobdetail/CC256965810J40800083105.htm?refcode=4019&srccode=401903&preactionid=afaae267-6ad7-4233-9f8f-c16a0efb892e,软件开发岗（数据方向）,8000-10000元,数据挖掘 数据仓库 Sql Java Python Hadoop Flink Kafka,数据挖掘,3-5年,本科,济南·历下·姚家,中国人寿财产保险股份有限公司山东省分公司,国企 1000-9999人 保险,由女士·HR,7日内活跃,8000.0,10000.0,元,12.0,9000.0,国企,1000-9999人,保险,济南,历下
http://www.zhaopin.com/jobdetail/CC550176180J40801806916.htm?refcode=4019&srccode=401903&preactionid=051252f9-2bda-4113-a404-700d7e05aefd,python工程师/算法工程师,1-1.5万,Java C++,Java,1-3年,硕士,青岛·市北·洛阳路,青岛矢量数字科技有限公司,民营 20-99人 广告/公关/营销,王女士·人事经理,今日回复17次,10000.0,15000.0,万,12.0,12500.0,民营,20-99人,广告/公关/营销,青岛,市北
http://www.zhaopin.com/jobdetail/CCL1481003050J40826553111.htm?refcode=4019&srccode=401903&preactionid=051252f9-2bda-4113-a404-700d7e05aefd,青岛崂山区海信招聘python工程师,1-1.4万,AGENT AI RAG FUNCTION CALLING,AGENT,3-5年,本科,青岛·崂山·北宅,重庆原点厚望科技有限公司,其它 20-99人 工业自动化/机器人,谭女士·人事经理,6小时内回复可能性大,10000.0,14000.0,万,12.0,12000.0,其它,工业自动化/机器人,,青岛,崂山
http://www.zhaopin.com/jobdetail/CC310925230J40837077613.htm?refcode=4019&srccode=401903&preactionid=051252f9-2bda-4113-a404-700d7e05aefd,python工程师/算法工程师,1.5-2.5万·13薪,Python TensorFlow 量化交易 股票,Python,3-5年,硕士,青岛·市南·香港中路,青岛威瑞富泰能源有限公司,民营 20-99人 工业原材料批发/零售/贸易,韩女士·HR,,15000.0,25000.0,万,13.0,20000.0,民营,20-99人,工业原材料批发/零售/贸易,青岛,市南
http://www.zhaopin.com/jobdetail/CC200824010J40879713808.htm?refcode=4019&srccode=401903&preactionid=051252f9-2bda-4113-a404-700d7e05aefd,python爬虫工程师,7000-12000元,Python,Python,3-5年,本科,青岛·市南·金门路,青岛格兰德信用管理咨询有限公司,合资 100-299人 云计算,李女士·HRD,高回复率,7000.0,12000.0,元,12.0,9500.0,合资,100-299人,云计算,青岛,市南
http://www.zhaopin.com/jobdetail/CC550176180J40814890416.htm?refcode=4019&srccode=401903&preactionid=051252f9-2bda-4113-a404-700d7e05aefd,python开发工程师（双休+五险一金）,1-1.5万,大模型算法 Python,大模型算法,1-3年,本科,青岛·市北·洛阳路,青岛矢量数字科技有限公司,民营 20-99人 广告/公关/营销,王女士·人事经理,今日回复17次,10000.0,15000.0,万,12.0,12500.0,民营,20-99人,广告/公关/营销,青岛,市北
http://www.zhaopin.com/jobdetail/CCL1221320410J40489880108.htm?refcode=4019&srccode=401903&preactionid=051252f9-2bda-4113-a404-700d7e05aefd,python后端开发工程师,8000-16000元·13薪,Python web框架 Python并发框架 后端开发 MySQL MongoDB Redis,Python web框架,经验不限,本科,青岛·黄岛·长江路,青岛图安信息科技有限公司,民营 20-99人 技术服务,张明远·人事经理,高回复率,8000.0,16000.0,元,13.0,12000.0,民营,20-99人,技术服务,青岛,黄岛
http://www.zhaopin.com/jobdetail/CC846483000J40869909203.htm?refcode=4019&srccode=401903&preactionid=051252f9-2bda-4113-a404-700d7e05aefd,中高级python爬虫工程师,1.5-2.5万,Python 爬虫开发 反爬虫 分布式爬虫 JavaScript Hadoop,Python,5-10年,本科,青岛·黄岛·辛安,华能信息技术有限公司,国企 500-999人 云计算,张女士·招聘经理,今日回复50+次,15000.0,25000.0,万,12.0,20000.0,国企,500-999人,云计算,青岛,黄岛
http://www.zhaopin.com/jobdetail/CC639467720J40014447111.htm?refcode=4019&srccode=401903&preactionid=051252f9-2bda-4113-a404-700d7e05aefd,Python软件工程师,7000-13000元,,,经验不限,大专,青岛·黄岛·长江路,青岛惠能软控有限公司,股份制企业 20-99人 仪器仪表,杨女士·人事,,7000.0,13000.0,元,12.0,10000.0,股份制,20-99人,仪器仪表,青岛,黄岛
http://www.zhaopin.com/jobdetail/CCL1469395440J40884622703.htm?refcode=4019&srccode=401903&preactionid=051252f9-2bda-4113-a404-700d7e05aefd,Python开发工程师,8000-12000元,Django Flask MySQL MongoDB Redis SQL GIT,Django,5-10年,本科,青岛·崂山·中韩,比利夫(深圳)商业保理有限公司,合资 20-99人 投资与资产管理,秦女士·助理,昨日活跃,8000.0,12000.0,元,12.0,10000.0,合资,20-99人,投资与资产管理,青岛,崂山
http://www.zhaopin.com/jobdetail/CC468849380J40721415601.htm?refcode=4019&srccode=401903&preactionid=051252f9-2bda-4113-a404-700d7e05aefd,python后端开发工程师,1.3-1.6万,Java C++ PHP NoSQL SQLServer Redis Tornado Django Flask,Java,5-10年,本科,青岛·崂山·中韩,青岛博弈资产管理有限公司,民营 20-99人 证券/期货,孔潇·人事经理,,13000.0,16000.0,万,12.0,14500.0,民营,20-99人,证券/期货,青岛,崂山
